loss,mae,r2_score,rmse,val_loss,val_mae,val_r2_score,val_rmse,learning_rate
190.40879821777344,10.315296173095703,-17089.96875,13.798869132995605,205.82322692871094,12.47741413116455,-1159348.875,14.346540451049805,9.999999747378752e-05
108.49870300292969,8.060619354248047,-10012.5517578125,10.416271209716797,91.98442077636719,7.979194164276123,-293516.21875,9.590850830078125,9.999999747378752e-05
87.46438598632812,7.267579555511475,-163120.28125,9.352239608764648,61.16659927368164,5.900311470031738,-50639.32421875,7.8209075927734375,9.999999747378752e-05
77.97895812988281,6.780094623565674,-64662.92578125,8.83056926727295,99.59100341796875,8.161134719848633,-660356.9375,9.97952938079834,9.999999747378752e-05
72.0132827758789,6.563282489776611,-2737.33056640625,8.486063957214355,96.81358337402344,8.11783504486084,-251228.765625,9.839388847351074,9.999999747378752e-05
67.18450164794922,6.320806980133057,-79028.3828125,8.196615219116211,65.46542358398438,6.475811004638672,-180312.328125,8.091070175170898,9.999999747378752e-05
63.780635833740234,6.187885761260986,-20376.423828125,7.986278057098389,56.951087951660156,5.880441665649414,-212944.171875,7.546594619750977,9.999999747378752e-05
61.43288803100586,6.042945384979248,-102031.640625,7.837913513183594,69.74581146240234,6.7844085693359375,-365071.03125,8.351395606994629,9.999999747378752e-05
57.75264358520508,5.868548393249512,-15765.4208984375,7.599515914916992,65.42475891113281,6.490986347198486,-262266.84375,8.088557243347168,9.999999747378752e-05
55.78657913208008,5.785387992858887,-2928.272216796875,7.469041347503662,49.14582443237305,5.207698345184326,-67710.7734375,7.010408401489258,9.999999747378752e-05
47.340877532958984,5.339050769805908,-7716.4111328125,6.8804707527160645,52.209312438964844,5.552071571350098,-260322.109375,7.2256011962890625,4.999999873689376e-05
46.048492431640625,5.285583972930908,-18608.37109375,6.7859039306640625,59.302947998046875,6.104511737823486,-391010.3125,7.700840473175049,4.999999873689376e-05
42.590213775634766,5.095488548278809,-3204.096435546875,6.52611780166626,71.48749542236328,6.702112674713135,-302105.53125,8.45502758026123,4.999999873689376e-05
40.668025970458984,4.971155643463135,-3487.93994140625,6.377148628234863,47.37678146362305,5.202409744262695,-107948.171875,6.883079528808594,4.999999873689376e-05
39.10768508911133,4.897127151489258,-36686.97265625,6.253613471984863,45.38915252685547,5.158622741699219,-175417.703125,6.737147331237793,4.999999873689376e-05
38.050628662109375,4.819575309753418,-6606.4658203125,6.168519020080566,62.073787689208984,6.4022111892700195,-532905.0625,7.878692150115967,4.999999873689376e-05
36.826141357421875,4.745597839355469,-30920.7265625,6.068454742431641,46.21678924560547,5.308928489685059,-269921.28125,6.798293113708496,4.999999873689376e-05
34.757118225097656,4.6338419914245605,-3244.549560546875,5.895516872406006,57.537899017333984,6.108017921447754,-463800.59375,7.585373878479004,4.999999873689376e-05
32.90549087524414,4.5125274658203125,-1214370.75,5.736330986022949,55.463043212890625,5.908841133117676,-498992.1875,7.447351455688477,4.999999873689376e-05
32.15716552734375,4.464829921722412,-2072.0888671875,5.67072868347168,66.18030548095703,6.603339195251465,-640025.6875,8.135128021240234,4.999999873689376e-05
27.84645652770996,4.156066417694092,-15332.4736328125,5.276974201202393,48.74029541015625,5.504123687744141,-231684.59375,6.981424808502197,2.499999936844688e-05
26.578227996826172,4.07644510269165,-2767.7080078125,5.155407428741455,47.308406829833984,5.191148281097412,-59015.359375,6.878110408782959,2.499999936844688e-05
