epoch,loss,mae,r2_score,rmse,val_loss,val_mae,val_r2_score,val_rmse
0,1204.5001220703125,28.759912490844727,-175.8332977294922,34.705909729003906,163.94166564941406,10.68970012664795,-13.38621997833252,12.803970336914062
1,362.7323913574219,15.134721755981445,-42.09947204589844,19.045534133911133,164.67579650878906,10.775843620300293,-13.765822410583496,12.832606315612793
2,358.2257080078125,15.015532493591309,-37.90268325805664,18.926851272583008,165.86387634277344,10.8779878616333,-14.353121757507324,12.878814697265625
3,313.6881103515625,14.15894603729248,-34.716365814208984,17.71124267578125,160.96014404296875,10.729360580444336,-14.640191078186035,12.687006950378418
4,282.5999450683594,13.352250099182129,-29.865751266479492,16.81070899963379,142.6985626220703,10.133224487304688,-14.115657806396484,11.945650100708008
5,222.7340850830078,11.806429862976074,-26.684181213378906,14.924278259277344,182.91220092773438,12.042230606079102,-22.306903839111328,13.524503707885742
6,190.40789794921875,10.801702499389648,-22.00676155090332,13.798836708068848,145.04823303222656,10.43048095703125,-18.345224380493164,12.043597221374512
7,158.16262817382812,9.68852710723877,-19.770648956298828,12.576272010803223,240.1968231201172,13.880232810974121,-34.81169509887695,15.498284339904785
8,138.6847686767578,9.096972465515137,-20.280292510986328,11.776449203491211,156.9565887451172,11.065176010131836,-20.734859466552734,12.528231620788574
9,121.8908462524414,8.413495063781738,-18.554309844970703,11.04041862487793,189.91351318359375,12.316000938415527,-25.88856315612793,13.780911445617676
10,108.20887756347656,7.917848587036133,-16.9981632232666,10.402349472045898,172.49996948242188,11.678616523742676,-23.96028709411621,13.13392448425293
11,99.08850860595703,7.566819667816162,-16.967859268188477,9.954320907592773,172.45028686523438,11.652762413024902,-24.473215103149414,13.13203239440918
12,92.73614501953125,7.302078723907471,-16.018199920654297,9.629961013793945,170.071533203125,11.539873123168945,-24.133481979370117,13.041147232055664
13,87.32831573486328,7.082770347595215,-16.361268997192383,9.344962120056152,190.15740966796875,12.35612678527832,-26.407312393188477,13.78975772857666
14,80.89729309082031,6.758007049560547,-15.649919509887695,8.994292259216309,165.15013122558594,11.402507781982422,-23.776771545410156,12.851075172424316
15,78.06859588623047,6.7091569900512695,-15.464141845703125,8.83564281463623,180.97994995117188,11.916516304016113,-28.016719818115234,13.452878952026367
16,75.01459503173828,6.541722297668457,-15.167312622070312,8.661096572875977,173.32786560058594,11.711304664611816,-25.891040802001953,13.165404319763184
17,72.5077133178711,6.406750202178955,-14.782792091369629,8.515146255493164,150.64996337890625,10.814420700073242,-22.355571746826172,12.273954391479492
18,68.58184814453125,6.231030464172363,-15.050682067871094,8.281415939331055,160.69810485839844,11.226903915405273,-23.343761444091797,12.676675796508789
19,63.85432052612305,6.035641193389893,-14.494617462158203,7.990890026092529,153.40078735351562,10.941118240356445,-23.580398559570312,12.385507583618164
20,58.79653549194336,5.760408878326416,-14.426246643066406,7.6678900718688965,146.04736328125,10.647843360900879,-22.973583221435547,12.085005760192871
