epoch,loss,mae,r2_score,rmse,val_loss,val_mae,val_r2_score,val_rmse
36,43.268516540527344,4.865635395050049,-13.104989051818848,6.577880859375,95.16421508789062,7.194654941558838,-13.933134078979492,9.75521469116211
37,43.30369567871094,4.855241298675537,-13.209134101867676,6.580554485321045,95.64983367919922,7.208113193511963,-14.102007865905762,9.780073165893555
38,42.64387130737305,4.816190719604492,-13.230215072631836,6.530227184295654,95.74180603027344,7.203397750854492,-14.09564208984375,9.784773826599121
39,42.023353576660156,4.814311504364014,-13.164280891418457,6.482542037963867,96.137451171875,7.21406888961792,-14.23623275756836,9.804970741271973
40,42.48065948486328,4.838143348693848,-13.243499755859375,6.51771879196167,96.05547332763672,7.208544731140137,-14.146170616149902,9.800788879394531
41,42.245147705078125,4.825551509857178,-13.170363426208496,6.499626636505127,96.19862365722656,7.214692115783691,-14.219417572021484,9.808089256286621
42,42.409889221191406,4.831945896148682,-13.23303508758545,6.512287616729736,96.22163391113281,7.209895610809326,-14.192876815795898,9.8092622756958
43,42.06095504760742,4.80803108215332,-13.191548347473145,6.4854416847229,96.81193542480469,7.249875545501709,-14.43099594116211,9.839305877685547
44,41.70241165161133,4.783085823059082,-13.314374923706055,6.457740306854248,96.56470489501953,7.221351623535156,-14.28345012664795,9.826733589172363
45,41.810279846191406,4.76982307434082,-13.293335914611816,6.4660868644714355,96.1417236328125,7.209643840789795,-14.062461853027344,9.805188179016113
46,41.98506546020508,4.79360818862915,-13.064956665039062,6.479588508605957,96.47956848144531,7.2252583503723145,-14.23280143737793,9.82240104675293
47,42.0789680480957,4.780789375305176,-12.984546661376953,6.486830234527588,96.52429962158203,7.217305660247803,-14.24212646484375,9.824677467346191
48,41.04673767089844,4.734707832336426,-13.288761138916016,6.406772613525391,96.6395492553711,7.2277445793151855,-14.28930950164795,9.830541610717773
49,41.336883544921875,4.7371506690979,-13.218661308288574,6.429376602172852,96.55233764648438,7.222949504852295,-14.302165985107422,9.826105117797852
