epoch,loss,mae,r2_score,rmse,val_loss,val_mae,val_r2_score,val_rmse
0,10746.3544921875,27.884645462036133,-1217.4278564453125,103.6591567993164,146.57369995117188,9.050931930541992,-16.880250930786133,12.06416130065918
1,210.4583282470703,11.439091682434082,-28.36163902282715,14.47270679473877,137.5265655517578,8.100302696228027,-18.420551300048828,11.685173988342285
2,187.86973571777344,10.803840637207031,-26.665803909301758,13.668569564819336,143.57156372070312,10.123557090759277,-22.56753921508789,11.937032699584961
3,162.20181274414062,9.945295333862305,-24.396162033081055,12.691316604614258,136.60232543945312,9.510000228881836,-21.426664352416992,11.634714126586914
4,145.99679565429688,9.35346508026123,-23.09043312072754,12.028019905090332,118.95892333984375,7.738340854644775,-19.473590850830078,10.839807510375977
5,139.69781494140625,9.068421363830566,-23.024045944213867,11.754944801330566,105.5958251953125,8.06750202178955,-24.762521743774414,10.195892333984375
6,127.37186431884766,8.71909236907959,-24.83938217163086,11.20923900604248,92.10752868652344,7.060911655426025,-21.659177780151367,9.500832557678223
7,116.33935546875,8.207401275634766,-24.631202697753906,10.695197105407715,105.75273132324219,7.145899772644043,-19.82358741760254,10.180418014526367
8,104.52912139892578,7.766676425933838,-26.334009170532227,10.112702369689941,81.51321411132812,6.822559356689453,-23.819374084472656,8.894925117492676
9,96.93452453613281,7.4829888343811035,-26.33026123046875,9.712157249450684,81.29733276367188,6.539144992828369,-24.580549240112305,8.860051155090332
10,77.64241027832031,6.661721706390381,-27.953046798706055,8.650920867919922,75.56375122070312,6.293462753295898,-24.921972274780273,8.528008460998535
11,64.66871643066406,6.069209575653076,-28.200931549072266,7.860372066497803,77.833984375,6.430953025817871,-28.260595321655273,8.654964447021484
12,57.65224838256836,5.7646894454956055,-29.224092483520508,7.3948798179626465,78.40995788574219,6.295798301696777,-25.95110511779785,8.683149337768555
13,51.568172454833984,5.413176536560059,-29.736858367919922,6.9642157554626465,85.1155014038086,6.774228572845459,-27.782230377197266,9.055899620056152
14,45.7213249206543,5.087602138519287,-30.397308349609375,6.524881839752197,79.0567626953125,6.441256523132324,-26.291561126708984,8.7100191116333
15,43.44605255126953,4.979491710662842,-30.820009231567383,6.341640949249268,81.8292007446289,6.6688127517700195,-26.98794174194336,8.863707542419434
16,40.709468841552734,4.784339904785156,-30.838489532470703,6.117262840270996,83.16810607910156,6.762026786804199,-26.057308197021484,8.935811042785645
17,38.66572570800781,4.635353088378906,-30.821521759033203,5.942659378051758,81.6189956665039,6.4957475662231445,-25.100265502929688,8.845101356506348
18,38.93684387207031,4.675346851348877,-31.199636459350586,5.959532260894775,88.07396697998047,7.153609275817871,-27.085071563720703,9.199434280395508
19,37.22614669799805,4.591135025024414,-30.972076416015625,5.809396266937256,85.19908142089844,6.782538414001465,-26.868148803710938,9.038378715515137
20,31.406442642211914,4.169758319854736,-31.39988136291504,5.283535480499268,78.05179595947266,6.464655876159668,-24.550806045532227,8.635737419128418
21,27.868202209472656,3.8885722160339355,-31.557249069213867,4.9400153160095215,78.23591613769531,6.4944562911987305,-26.81096839904785,8.64765453338623
22,26.633543014526367,3.8142948150634766,-31.40099334716797,4.815533638000488,79.5137939453125,6.54522705078125,-24.748271942138672,8.722420692443848
23,26.02267837524414,3.758481979370117,-31.88330841064453,4.753335475921631,79.35684967041016,6.477293968200684,-23.56631851196289,8.713886260986328
24,26.443002700805664,3.7823503017425537,-31.469411849975586,4.798288345336914,79.99873352050781,6.679720401763916,-27.59634017944336,8.751222610473633
25,25.286582946777344,3.6905856132507324,-31.89102554321289,4.677219867706299,78.20287322998047,6.595544338226318,-27.239059448242188,8.648733139038086
26,25.140296936035156,3.667965888977051,-31.631816864013672,4.663392066955566,78.44728088378906,6.523828983306885,-25.431182861328125,8.663829803466797
27,24.267478942871094,3.6061134338378906,-31.85271644592285,4.570375919342041,79.91917419433594,6.50335168838501,-23.92568016052246,8.748917579650879
28,24.542373657226562,3.6265738010406494,-31.717538833618164,4.601081848144531,80.94225311279297,6.621899604797363,-25.145221710205078,8.807561874389648
29,24.460289001464844,3.6256203651428223,-31.840017318725586,4.592859268188477,76.11988830566406,6.450509071350098,-24.59235382080078,8.530046463012695
30,21.694252014160156,3.3932392597198486,-31.773550033569336,4.2836432456970215,76.19850158691406,6.452333927154541,-25.134258270263672,8.536136627197266
