loss,mae,r2_score,rmse,val_loss,val_mae,val_r2_score,val_rmse,learning_rate
154.81723022460938,9.368765830993652,-17452.642578125,12.442557334899902,150.53317260742188,9.641203880310059,-659750.9375,12.269195556640625,0.0010000000474974513
103.5430908203125,7.81001091003418,-4210.6796875,10.175612449645996,81.76693725585938,6.955920696258545,-212723.65625,9.04250717163086,0.0010000000474974513
84.62344360351562,7.076946258544922,-188936.953125,9.19909954071045,68.6168212890625,6.305025577545166,-57089.1875,8.283527374267578,0.0010000000474974513
78.71038818359375,6.858290195465088,-6834.6279296875,8.87188720703125,77.39522552490234,7.039795875549316,-122564.5859375,8.797455787658691,0.0010000000474974513
71.4933853149414,6.499314785003662,-9304.6884765625,8.455375671386719,67.29008483886719,6.354809284210205,-87674.1171875,8.20305347442627,0.0010000000474974513
67.24256896972656,6.27046537399292,-24808.248046875,8.200156211853027,98.15382385253906,8.210540771484375,-508900.96875,9.90726089477539,0.0010000000474974513
62.50409698486328,6.052350044250488,-8815.2119140625,7.9059529304504395,52.248714447021484,5.4440999031066895,-13234.71875,7.22832727432251,0.0010000000474974513
61.336463928222656,6.034529685974121,-3981.248779296875,7.831759929656982,58.288753509521484,5.932729721069336,-60758.9609375,7.634706974029541,0.0010000000474974513
57.50101089477539,5.770547389984131,-15921.4619140625,7.582942008972168,110.69577026367188,8.268508911132812,-278867.1875,10.52120590209961,0.0010000000474974513
55.06808090209961,5.69313383102417,-4908.4287109375,7.4207868576049805,51.43400573730469,5.42634916305542,-71699.1953125,7.171750545501709,0.0010000000474974513
48.801177978515625,5.304397106170654,-2782.607666015625,6.98578405380249,45.74315643310547,5.188656806945801,-36399.0625,6.763368606567383,0.0005000000237487257
46.076412200927734,5.205132484436035,-12050.7080078125,6.787960529327393,47.81879425048828,5.219371795654297,-156263.0,6.91511344909668,0.0005000000237487257
44.04628372192383,5.114141464233398,-6641.26904296875,6.63673734664917,46.35697555541992,5.2008843421936035,-39307.4453125,6.808595657348633,0.0005000000237487257
41.20970153808594,4.937791347503662,-43711.3828125,6.419478416442871,45.88092041015625,5.051990985870361,-29007.130859375,6.773545742034912,0.0005000000237487257
39.79368591308594,4.841941833496094,-18506.201171875,6.308223724365234,46.674644470214844,5.283984661102295,-80385.625,6.831884384155273,0.0005000000237487257
39.10783767700195,4.839884281158447,-6628.1123046875,6.253625869750977,43.68041229248047,5.09401798248291,-150737.46875,6.6091156005859375,0.0005000000237487257
36.64982604980469,4.718128681182861,-4984.91552734375,6.053909778594971,53.045413970947266,5.599635601043701,-138085.203125,7.283227920532227,0.0005000000237487257
35.45998764038086,4.651789665222168,-1581.509521484375,5.954829216003418,45.207645416259766,5.156502723693848,-62425.0078125,6.723662853240967,0.0005000000237487257
34.30885314941406,4.586177825927734,-121161.7265625,5.8573760986328125,53.54022216796875,5.6509318351745605,-121775.9375,7.317118167877197,0.0005000000237487257
32.997406005859375,4.463589668273926,-13857.28125,5.74433708190918,54.517024993896484,5.806924343109131,-226791.90625,7.383564472198486,0.0005000000237487257
27.954362869262695,4.141491413116455,-3659.27392578125,5.287188529968262,45.889503479003906,5.183247089385986,-262643.9375,6.774178981781006,0.0002500000118743628
26.415390014648438,4.071805000305176,-53814.28125,5.139590263366699,50.260009765625,5.490555286407471,-234817.0625,7.0894293785095215,0.0002500000118743628
25.24100112915039,3.9428954124450684,-4240.0810546875,5.024042129516602,56.390541076660156,5.7877373695373535,-206447.828125,7.509363651275635,0.0002500000118743628
24.94198226928711,3.9191079139709473,-3882.2724609375,4.994194984436035,47.774658203125,5.302262783050537,-129474.25,6.911921501159668,0.0002500000118743628
23.23797607421875,3.8120412826538086,-1881.0654296875,4.820578098297119,49.67811965942383,5.424197196960449,-155264.515625,7.0482707023620605,0.0002500000118743628
22.981157302856445,3.7932753562927246,-5367.96875,4.7938666343688965,48.392330169677734,5.363990306854248,-199441.078125,6.9564595222473145,0.0002500000118743628
21.952442169189453,3.6937408447265625,-558.9633178710938,4.685343265533447,46.28042984008789,5.210580825805664,-151228.5,6.802972316741943,0.0002500000118743628
21.265933990478516,3.6647026538848877,-3122.360107421875,4.611500263214111,54.27969741821289,5.719665050506592,-232747.40625,7.367475509643555,0.0002500000118743628
20.516796112060547,3.5725150108337402,-370621.5,4.529546737670898,48.98371887207031,5.352395534515381,-225941.765625,6.998836994171143,0.0002500000118743628
20.195802688598633,3.561370849609375,-200611.0,4.493974208831787,48.14139175415039,5.332898139953613,-229827.796875,6.938399791717529,0.0002500000118743628
17.951618194580078,3.3443033695220947,-11778.98828125,4.236935138702393,47.27107620239258,5.2806925773620605,-220963.546875,6.875396251678467,0.0001250000059371814
17.365171432495117,3.3138997554779053,-1525.6063232421875,4.167153835296631,48.0516242980957,5.332037448883057,-226418.953125,6.931927680969238,0.0001250000059371814
17.111709594726562,3.275770425796509,-10649.6923828125,4.136630058288574,49.56692886352539,5.434081554412842,-183946.671875,7.040378093719482,0.0001250000059371814
16.395105361938477,3.2067618370056152,-4266.90478515625,4.049087047576904,46.00552749633789,5.192513465881348,-227464.296875,6.7827372550964355,0.0001250000059371814
16.470191955566406,3.210034132003784,-6718.595703125,4.058348655700684,46.470420837402344,5.1792988777160645,-195664.78125,6.816921710968018,0.0001250000059371814
16.131772994995117,3.2055747509002686,-23507.78515625,4.016437530517578,47.77104568481445,5.318831443786621,-306053.46875,6.911660194396973,0.0001250000059371814
