epoch,loss,mae,r2_score,rmse,val_loss,val_mae,val_r2_score,val_rmse
0,1450.3057861328125,33.19385528564453,-6545544.0,38.08287811279297,193.0862274169922,12.2183198928833,-18.871061325073242,13.895546913146973
1,292.630126953125,13.655689239501953,-1615845.625,17.106433868408203,124.73949432373047,8.90308952331543,-17.410919189453125,11.168683052062988
2,232.9741973876953,12.090887069702148,-71526.140625,15.2634916305542,116.15416717529297,8.3853120803833,-14.734004974365234,10.777483940124512
3,196.76173400878906,11.148946762084961,-10181004.0,14.027177810668945,115.04965209960938,8.317056655883789,-14.934257507324219,10.726119995117188
4,157.12689208984375,9.952425956726074,-748.7783813476562,12.535026550292969,136.67808532714844,8.943154335021973,-20.377483367919922,11.690939903259277
5,125.39801788330078,8.843071937561035,-45672.41015625,11.198125839233398,107.04409790039062,7.852558612823486,-14.027628898620605,10.346211433410645
6,99.15121459960938,7.853981971740723,-458864.0,9.957469940185547,102.5328140258789,7.442281246185303,-12.43384075164795,10.125848770141602
7,79.80450439453125,6.983775615692139,-1727708.125,8.933337211608887,104.01875305175781,7.7339186668396,-13.166102409362793,10.198958396911621
8,70.73761749267578,6.441781997680664,-275223.53125,8.410566329956055,103.01934051513672,7.404179573059082,-12.467928886413574,10.1498441696167
9,64.27426147460938,6.068647861480713,-2497.06201171875,8.017122268676758,103.70491790771484,7.585305213928223,-11.92331314086914,10.183561325073242
10,61.54958724975586,5.89009428024292,-642155.125,7.8453545570373535,106.06959533691406,7.90385627746582,-14.584857940673828,10.299009323120117
11,59.155242919921875,5.7525482177734375,-14697.8583984375,7.691244602203369,100.45207214355469,7.402437686920166,-12.36679744720459,10.022578239440918
12,57.92690658569336,5.680376052856445,-20333.162109375,7.610972881317139,102.4302978515625,7.3969573974609375,-13.166197776794434,10.1207857131958
13,57.91157150268555,5.650668621063232,-246281.046875,7.6099653244018555,100.57872009277344,7.429070472717285,-13.132308959960938,10.028894424438477
14,56.62431335449219,5.581531047821045,-12839.0029296875,7.5249128341674805,104.00473022460938,7.568359375,-14.169642448425293,10.198270797729492
15,55.67158126831055,5.555588722229004,-47019.89453125,7.461338996887207,101.86831665039062,7.4877142906188965,-14.192156791687012,10.09298324584961
16,56.18149948120117,5.5400238037109375,-47986.36328125,7.495431900024414,102.11048126220703,7.332863807678223,-12.394503593444824,10.104972839355469
17,55.01318359375,5.491711616516113,-57769.29296875,7.417087078094482,101.72201538085938,7.5641045570373535,-14.035161972045898,10.085733413696289
18,54.0136604309082,5.441324710845947,-520467.8125,7.349398612976074,105.5434799194336,7.737388610839844,-14.849148750305176,10.273435592651367
19,54.61714553833008,5.492340087890625,-684924.875,7.390341281890869,101.43305206298828,7.450353145599365,-13.270976066589355,10.07139778137207
20,52.32805633544922,5.353785514831543,-730.2094116210938,7.233813285827637,101.05091094970703,7.427219390869141,-13.239679336547852,10.052408218383789
21,52.34916305541992,5.333596229553223,-281896.9375,7.23527193069458,105.73624420166016,7.735886096954346,-15.232088088989258,10.28281307220459
22,52.118865966796875,5.326635837554932,-848129.875,7.219339370727539,102.82825469970703,7.3569512367248535,-12.183622360229492,10.140426635742188
23,52.04835891723633,5.325068473815918,-14.8554105758667,7.214454650878906,102.20562744140625,7.553709983825684,-13.807655334472656,10.109679222106934
24,51.49374771118164,5.323755741119385,-260.348388671875,7.175914287567139,103.72715759277344,7.5230536460876465,-14.28474235534668,10.184653282165527
25,51.65266418457031,5.317812919616699,-5241618.0,7.186978816986084,103.2930679321289,7.456358909606934,-13.673391342163086,10.16331958770752
26,51.51717758178711,5.297500133514404,-56539.6953125,7.177546501159668,106.6798095703125,7.431313991546631,-13.924545288085938,10.328591346740723
27,50.92850112915039,5.247410774230957,-228766.21875,7.136420726776123,101.99907684326172,7.471894264221191,-12.759696960449219,10.099459648132324
28,51.665523529052734,5.299149513244629,-59880.7734375,7.187873363494873,104.14989471435547,7.671164035797119,-14.516704559326172,10.205385208129883
29,50.64384460449219,5.257585048675537,-59946.6796875,7.116448879241943,101.00318145751953,7.362913608551025,-12.822525024414062,10.050033569335938
30,49.71686553955078,5.192684173583984,-73973.34375,7.051018714904785,103.87600708007812,7.435962200164795,-13.927274703979492,10.1919584274292
31,49.26935958862305,5.188671112060547,-35583.37109375,7.019213676452637,102.42459106445312,7.582997798919678,-13.960769653320312,10.120503425598145
