epoch,loss,mae,r2_score,rmse,val_loss,val_mae,val_r2_score,val_rmse
0,250.37779235839844,12.210090637207031,-45004.5,15.823330879211426,153.4949951171875,9.722105026245117,-302706.125,12.389309883117676
1,165.33973693847656,9.72983455657959,-56031.72265625,12.858449935913086,152.13888549804688,9.469034194946289,-254912.5,12.33445930480957
2,164.38404846191406,9.675213813781738,-475771.78125,12.821233749389648,151.4143524169922,9.164838790893555,-192628.453125,12.3050537109375
3,163.62005615234375,9.63761043548584,-60272.61328125,12.79140567779541,151.58767700195312,9.043628692626953,-166293.765625,12.312094688415527
4,166.88031005859375,9.757587432861328,-363124.65625,12.91821575164795,151.41497802734375,9.175869941711426,-194937.90625,12.305079460144043
5,165.603759765625,9.687469482421875,-45508.2265625,12.868712425231934,152.72872924804688,9.591536521911621,-278269.15625,12.358345985412598
6,163.00303649902344,9.64734935760498,-4035.744384765625,12.767264366149902,151.4175262451172,9.186319351196289,-197120.84375,12.305183410644531
7,163.12692260742188,9.630764961242676,-4388.517578125,12.772114753723145,151.687255859375,9.014039039611816,-159732.671875,12.31613826751709
8,163.89991760253906,9.637308120727539,-3808.559326171875,12.802340507507324,152.21047973632812,8.91439151763916,-137893.140625,12.337361335754395
9,164.42747497558594,9.694076538085938,-32421.62109375,12.822927474975586,151.75228881835938,8.997920989990234,-156147.078125,12.318778038024902
10,164.22909545898438,9.627062797546387,-56430.36328125,12.815189361572266,151.57464599609375,9.302074432373047,-221223.03125,12.311565399169922
11,163.2001953125,9.641437530517578,-33557.15234375,12.774983406066895,151.71017456054688,9.008121490478516,-158418.671875,12.317068099975586
12,164.74151611328125,9.6159029006958,-17001.947265625,12.835166931152344,152.0832977294922,9.455744743347168,-252342.015625,12.332205772399902
13,163.0828857421875,9.629953384399414,-7237.2158203125,12.770390510559082,151.44467163085938,9.22492504119873,-205195.328125,12.306285858154297
14,164.1473846435547,9.654779434204102,-28287.529296875,12.81200122833252,151.43040466308594,9.209311485290527,-201935.3125,12.305706024169922
15,163.51318359375,9.636991500854492,-10435.025390625,12.787227630615234,151.529541015625,9.280952453613281,-216845.296875,12.309733390808105
16,164.28543090820312,9.653244972229004,-219877.375,12.817387580871582,151.47030639648438,9.095027923583984,-177699.0625,12.307327270507812
17,162.86019897460938,9.597285270690918,-12866.7880859375,12.761669158935547,151.43038940429688,9.209267616271973,-201928.75,12.305706024169922
18,163.6665496826172,9.6572904586792,-2716.411865234375,12.793222427368164,151.4781951904297,9.090325355529785,-176666.140625,12.307647705078125
19,160.84226989746094,9.528243064880371,-7387.92529296875,12.682360649108887,151.698486328125,9.011113166809082,-159084.15625,12.316594123840332
20,162.31871032714844,9.545891761779785,-19848.74609375,12.740435600280762,151.5672149658203,9.298773765563965,-220537.25,12.311264038085938
21,163.0190887451172,9.6076078414917,-1511.461181640625,12.767892837524414,151.62301635742188,9.321858406066895,-225308.640625,12.313529968261719
22,163.99649047851562,9.636764526367188,-8735.919921875,12.806111335754395,151.41453552246094,9.169920921325684,-193695.0625,12.305061340332031
